ID,Sentence,Sentiment
526,"The service from mullins, smith and booker feels exceptional and ecstatic!!",positive
527,Bates-kelly sets the impressive standard for monetize cross-media eyeballs,positive
528,The dreadful quality from kent plc shocked me,negative
529,Gibson-wheeler's product proved unacceptable and poor...,negative
530,"Phillips, jefferson and gray sets the splendid standard for orchestrate back-end web-readiness!",positive
531,Why didn't i try flores-dickson's team sooner?,positive
532,"The platform from wise, hester and smith feels brilliant and exceptional!...",positive
533,"The response from ellis, campbell and benton seems acceptable!",neutral
534,Rogers-parsons sets the incredible standard for scale compelling web-readiness...,positive
535,The service from martin group feels smooth and brilliant!!,positive
536,This amazing service exceeded my expectations,positive
537,A moderate experience with wilcox inc's team!,neutral
538,"Why does ortiz, ruiz and whitehead tolerate such abysmal service?",negative
539,"I'm unacceptable with moss, peters and smith's poor delivery",negative
540,Nelson and sons's product offers average performance...,neutral
541,"The unacceptable quality from jones, davila and odom shocked me.",negative
542,"Garcia, jordan and moreno's product offers average performance...",neutral
543,Cox plc maintains adequate industry standards...,neutral
544,Henderson group sets the love standard for architect sticky info-mediaries...,positive
545,"Why didn't i try pena, chavez and salinas's delivery sooner?",positive
546,"Why didn't i try morrison, woods and horne's team sooner?.",positive
547,This platform provides average functionality...,neutral
548,Buchanan ltd's avoid approach ruined my experience,negative
549,"Jimenez, patton and benson's platform offers sufficient performance!",neutral
550,Rivera inc's service proved awful and repulsive,negative
551,Harmon-savage delivers excellent results in envisioneer open-source users,positive
552,"A common experience with rodriguez, miller and hall's response",neutral
553,Herrera-hammond sets the superb standard for disintermediate 24/365 relationships...,positive
554,"Osborn, armstrong and smith's product proved terrible and avoid...",negative
555,Garner group's horrendous approach ruined my experience,negative
556,This software provides average functionality,neutral
557,"Lara, beck and gibbs maintains sufficient industry standards...",neutral
558,Nguyen-armstrong's platform offers typical performance,neutral
559,I'm dreadful with callahan inc's poor delivery!,negative
560,Deleon and sons's platform offers common performance,neutral
561,This brilliant platform exceeded my expectations...,positive
562,Martin-fields delivers splendid results in seize virtual systems,positive
563,"The platform from dunn, rhodes and thompson feels outstanding and joyful!!",positive
564,The service delivers standard results!,neutral
565,I'm atrocious with reyes group's poor delivery,negative
566,The team from henry and sons seems typical,neutral
567,"Stout, young and roy's frustrating approach ruined my experience",negative
568,The terrible quality from russell-contreras shocked me,negative
569,The repulsive quality from pierce llc shocked me!,negative
570,"Avoid cole, castillo and lawrence's disappointing software at all costs",negative
571,A joyful experience with moore plc's software,positive
572,"Meyers, stewart and cuevas's frustrating approach ruined my experience...",negative
573,Thomas-gordon's software offers sufficient performance!,neutral
574,Tate-stevens's product offers regular performance!,neutral
575,"The support from heath, knight and nichols seems sufficient...",neutral
576,The platform delivers common results,neutral
577,Why does woods-lopez tolerate such dreadful service?!,negative
578,A stellar experience with koch ltd's platform.,positive
579,"A common experience with cox, lang and martinez's team",neutral
580,"The platform from reed, davidson and hill feels love and fantastic!.",positive
581,I'm superb by stewart-miles's cloud integration implementation,positive
582,"A adequate experience with carter, love and lane's team",neutral
583,Joseph-powers's service offers average performance,neutral
584,Avoid johnson-brown's terrible service at all costs!,negative
585,The support from arias plc seems ordinary,neutral
586,"The frustrating quality from williams, gonzales and thompson shocked me",negative
587,Gould-king's disgusting approach ruined my experience,negative
588,The software delivers adequate results,neutral
589,I'm terrible with edwards-brown's poor support,negative
590,"The service from grant, gibson and nguyen feels excellent and splendid!",positive
591,This incredible platform exceeded my expectations.,positive
592,Carter inc maintains acceptable industry standards,neutral
593,The product from nichols ltd feels ecstatic and satisfying!.,positive
594,"The response from estes, johnson and roth seems acceptable",neutral
595,Why didn't i try rodriguez plc's response sooner?,positive
596,Richards ltd maintains average industry standards!,neutral
597,"The platform from thompson, turner and ayala feels exceptional and excellent!",positive
598,The team from medina llc seems typical.,neutral
599,The response from ortiz and sons seems typical,neutral
600,"I'm ecstatic by lewis, newman and carroll's api implementation",positive
601,"The response from kaiser, page and nichols seems regular",neutral
602,A adequate experience with cantu-snyder's delivery,neutral
603,A wonderful experience with shea ltd's platform.,positive
604,The service from cunningham inc feels delighted and wonderful!...,positive
605,Henderson-brooks maintains standard industry standards,neutral
606,Patton-graham sets the stellar standard for scale virtual initiatives!,positive
607,Johnson group's service proved poor and disappointing,negative
608,A fantastic experience with sanders inc's platform...,positive
609,The worst quality from brown plc shocked me...,negative
610,A average experience with green-macdonald's team.,neutral
611,"I'm stellar by klein, meadows and figueroa's ui implementation",positive
612,I'm disappointing with lee-russo's poor delivery,negative
613,A outstanding experience with fox-sanchez's platform,positive
614,This thrilling service exceeded my expectations,positive
615,Huerta-griffin's approach feels typical but sufficient,neutral
616,"Mayo, mayer and freeman's disgusting approach ruined my experience...",negative
617,Avoid stuart-hughes's broken software at all costs.,negative
618,I'm poor with rodriguez-dickerson's poor team!,negative
